week_start,campaign_id,country_code,device,impressions,clicks,spend_aed,sessions,engaged_sessions,new_users,add_to_cart,begin_checkout,purchases,revenue_aed
2025-04-07,12,SA,Desktop,0,0,0.0,1159,1007,206,334,172,121,13968.41
2025-04-07,12,SA,Mobile,0,0,0.0,3969,2938,695,756,404,276,30527.31
2025-04-07,12,SA,Tablet,0,0,0.0,265,204,47,60,31,22,2488.07
2025-04-07,13,AE,Desktop,0,0,0.0,2942,2337,824,892,444,309,38291.81
2025-04-07,13,AE,Mobile,0,0,0.0,8958,5900,2600,1645,860,589,74809.39
2025-04-07,13,AE,Tablet,0,0,0.0,599,413,166,134,70,46,5991.79
2025-04-07,13,BH,Desktop,0,0,0.0,368,289,103,95,48,34,3692.74
2025-04-07,13,BH,Mobile,0,0,0.0,1212,830,337,207,110,74,7820.1
2025-04-07,13,BH,Tablet,0,0,0.0,83,58,24,18,9,6,678.83
2025-04-07,13,OM,Desktop,0,0,0.0,453,361,126,111,59,42,4083.17
2025-04-07,13,OM,Mobile,0,0,0.0,1395,920,389,221,115,80,7758.23
2025-04-07,13,OM,Tablet,0,0,0.0,94,65,26,18,9,7,675.32
2025-04-07,13,QA,Desktop,0,0,0.0,790,618,224,232,116,80,11449.33
2025-04-07,13,QA,Mobile,0,0,0.0,2469,1597,686,488,256,172,22946.2
2025-04-07,13,QA,Tablet,0,0,0.0,169,118,47,40,22,15,2037.02
2025-04-07,13,SA,Desktop,0,0,0.0,1796,1415,509,472,245,171,19319.76
2025-04-07,13,SA,Mobile,0,0,0.0,5681,3721,1604,1000,516,353,40757.4
2025-04-07,13,SA,Tablet,0,0,0.0,401,281,111,87,45,30,3437.21
2025-04-07,14,AE,Desktop,0,0,0.0,599,450,336,96,51,29,3283.11
2025-04-07,14,AE,Mobile,0,0,0.0,1902,1221,1040,195,102,57,6924.61
2025-04-07,14,AE,Tablet,0,0,0.0,139,95,76,17,9,5,599.63
2025-04-07,14,BH,Desktop,0,0,0.0,83,63,45,12,6,4,365.59
2025-04-07,14,BH,Mobile,0,0,0.0,260,162,143,24,13,7,699.39
2025-04-07,14,BH,Tablet,0,0,0.0,17,12,9,2,1,1,55.87
2025-04-07,14,OM,Desktop,0,0,0.0,98,74,54,14,7,4,383.14
2025-04-07,14,OM,Mobile,0,0,0.0,301,195,167,27,15,8,751.38
2025-04-07,14,OM,Tablet,0,0,0.0,21,15,12,2,1,1,58.25
2025-04-07,14,QA,Desktop,0,0,0.0,156,121,85,25,13,8,1014.2
2025-04-07,14,QA,Mobile,0,0,0.0,512,327,282,55,28,16,2060.12
2025-04-07,14,QA,Tablet,0,0,0.0,34,23,19,4,2,1,177.46
2025-04-07,14,SA,Desktop,0,0,0.0,397,297,218,58,30,17,1812.18
2025-04-07,14,SA,Mobile,0,0,0.0,1315,843,730,120,61,34,3452.26
2025-04-07,14,SA,Tablet,0,0,0.0,87,60,48,10,5,3,279.49
2025-04-14,1,AE,Desktop,5504,1081,1179.13,1052,987,650,422,219,149,17496.06
2025-04-14,1,AE,Mobile,19719,3383,3740.43,3298,2515,2037,827,429,300,36783.52
2025-04-14,1,AE,Tablet,1290,228,253.16,222,182,140,73,38,26,3006.1
2025-04-14,1,BH,Desktop,868,176,155.84,173,157,108,64,32,22,2140.39
2025-04-14,1,BH,Mobile,3565,579,487.41,569,439,348,135,71,47,4473.34
2025-04-14,1,BH,Tablet,210,38,33.26,37,30,23,10,5,4,337.44
2025-04-14,1,OM,Desktop,1124,225,175.0,219,198,134,74,38,26,2416.27
2025-04-14,1,OM,Mobile,4388,725,571.32,714,551,444,154,79,52,4748.58
2025-04-14,1,OM,Tablet,284,50,38.38,49,40,30,13,7,5,435.49
2025-04-14,1,QA,Desktop,1273,248,306.98,241,219,151,101,52,36,4643.23
2025-04-14,1,QA,Mobile,4533,758,927.4,746,581,461,200,107,73,8932.77
2025-04-14,1,QA,Tablet,293,54,68.71,53,43,33,18,9,6,823.31
2025-04-14,1,SA,Desktop,3825,775,756.56,751,667,463,276,144,96,9803.69
2025-04-14,1,SA,Mobile,14626,2616,2568.72,2558,1962,1557,588,302,202,21012.34
2025-04-14,1,SA,Tablet,951,171,162.25,167,136,104,48,26,17,1816.99
2025-04-14,2,AE,Desktop,17464,883,2393.27,871,672,482,191,102,59,7392.75
2025-04-14,2,AE,Mobile,66795,2871,7557.56,2802,1842,1537,408,216,120,14366.28
2025-04-14,2,AE,Tablet,4409,201,540.55,197,137,107,36,19,11,1336.28
2025-04-14,2,BH,Desktop,3042,152,316.57,148,113,79,30,15,9,854.78
2025-04-14,2,BH,Mobile,11561,510,1037.94,503,333,276,67,36,20,2087.79
2025-04-14,2,BH,Tablet,741,34,71.85,34,24,19,6,3,2,163.3
2025-04-14,2,OM,Desktop,3937,206,389.13,202,162,110,39,20,11,1075.72
2025-04-14,2,OM,Mobile,13960,617,1162.97,600,395,329,74,39,22,2066.98
2025-04-14,2,OM,Tablet,1002,44,82.24,43,30,24,6,3,2,186.22
2025-04-14,2,QA,Desktop,4324,216,626.78,211,165,117,48,25,13,1779.33
2025-04-14,2,QA,Mobile,15974,663,1965.88,643,421,358,94,48,28,4075.38
2025-04-14,2,QA,Tablet,1078,49,141.1,47,33,26,9,5,3,345.53
2025-04-14,2,SA,Desktop,12721,659,1553.76,646,507,358,132,68,37,4173.69
2025-04-14,2,SA,Mobile,52113,2277,5162.87,2240,1470,1234,295,151,87,8999.55
2025-04-14,2,SA,Tablet,3308,148,349.5,145,100,79,23,11,6,671.33
2025-04-14,3,AE,Desktop,79984,1845,3070.41,1813,1392,1258,455,231,133,15823.83
2025-04-14,3,AE,Mobile,308602,5879,10152.77,5726,3593,3969,920,490,277,32800.76
2025-04-14,3,AE,Tablet,18909,376,657.21,369,253,260,74,37,22,2616.92
2025-04-14,3,BH,Desktop,13125,311,419.27,303,229,209,64,33,19,2078.86
2025-04-14,3,BH,Mobile,49056,959,1352.67,926,598,651,139,71,41,4212.59
2025-04-14,3,BH,Tablet,3057,65,90.61,64,44,45,12,6,4,352.02
2025-04-14,3,OM,Desktop,18701,442,522.11,433,331,299,92,47,27,2524.6
2025-04-14,3,OM,Mobile,66192,1248,1551.6,1211,763,847,164,86,49,4627.37
2025-04-14,3,OM,Tablet,4047,87,106.48,85,57,59,14,7,4,404.88
2025-04-14,3,QA,Desktop,16977,413,808.0,404,304,290,107,57,34,4493.95
2025-04-14,3,QA,Mobile,72684,1442,2709.27,1418,905,980,240,117,68,9310.82
2025-04-14,3,QA,Tablet,4353,93,175.52,91,61,63,19,10,6,787.4
2025-04-14,3,SA,Desktop,60922,1422,2071.82,1388,1045,977,311,166,96,10231.76
2025-04-14,3,SA,Mobile,227326,4472,6640.6,4356,2749,3015,656,343,197,19959.96
2025-04-14,3,SA,Tablet,13271,288,455.22,283,189,203,53,28,17,1889.81
2025-04-14,4,AE,Desktop,574566,5220,2058.65,5104,2245,4579,351,185,85,9675.45
2025-04-14,4,AE,Mobile,1955273,14745,6359.63,14438,5487,13013,612,314,147,16406.77
2025-04-14,4,AE,Tablet,122308,1019,433.86,996,401,922,53,27,12,1437.48
2025-04-14,4,BH,Desktop,89152,811,270.28,788,350,711,46,25,11,1073.26
2025-04-14,4,BH,Mobile,344214,2486,834.66,2401,904,2176,91,48,21,2043.86
2025-04-14,4,BH,Tablet,20019,164,56.03,161,64,148,8,4,2,171.77
2025-04-14,4,OM,Desktop,110346,999,313.51,976,444,885,53,27,12,1090.72
2025-04-14,4,OM,Mobile,409078,3073,953.95,3008,1123,2775,109,57,26,2244.33
2025-04-14,4,OM,Tablet,29277,226,67.76,221,89,202,10,5,2,229.13
2025-04-14,4,QA,Desktop,119055,1075,529.75,1049,468,962,72,37,18,2209.64
2025-04-14,4,QA,Mobile,482426,3638,1714.58,3545,1332,3244,159,84,38,4820.73
2025-04-14,4,QA,Tablet,29643,232,109.83,226,89,205,13,7,3,404.28
2025-04-14,4,SA,Desktop,442089,3876,1394.68,3802,1691,3405,230,121,58,5950.81
2025-04-14,4,SA,Mobile,1494066,11217,4193.78,10946,4135,9977,447,228,107,10812.38
2025-04-14,4,SA,Tablet,99051,802,288.47,785,321,705,36,18,8,841.63
2025-04-14,5,AE,Desktop,160174,1880,2594.41,1825,1172,1446,220,113,58,6957.1
2025-04-14,5,AE,Mobile,632403,6173,8529.4,6013,3272,4760,459,236,118,14182.2
2025-04-14,5,AE,Tablet,39915,428,586.2,416,242,329,38,20,10,1247.06
2025-04-14,5,BH,Desktop,28243,339,363.5,329,215,257,37,19,9,922.56
2025-04-14,5,BH,Mobile,106903,1111,1174.15,1079,601,862,76,39,19,1858.74
2025-04-14,5,BH,Tablet,7286,77,80.5,75,43,61,6,3,2,161.25
2025-04-14,5,OM,Desktop,40045,458,434.81,445,292,345,45,23,12,1130.64
2025-04-14,5,OM,Mobile,136039,1385,1329.37,1358,755,1062,91,47,25,2251.71
2025-04-14,5,OM,Tablet,9798,105,98.56,103,60,81,8,4,2,202.37
2025-04-14,5,QA,Desktop,40149,480,706.25,469,307,376,62,31,16,2076.7
2025-04-14,5,QA,Mobile,152688,1493,2303.62,1462,792,1174,121,64,32,4185.39
2025-04-14,5,QA,Tablet,10208,105,158.16,103,60,82,10,5,3,354.79
2025-04-14,5,SA,Desktop,123306,1458,1774.52,1421,909,1136,150,78,39,3937.5
2025-04-14,5,SA,Mobile,493363,4814,5980.24,4732,2574,3749,342,181,94,9775.73
2025-04-14,5,SA,Tablet,32998,337,392.14,330,192,261,29,15,8,844.47
2025-04-14,6,AE,Desktop,48823,1352,1281.05,1316,1090,289,439,245,170,21308.58
2025-04-14,6,AE,Mobile,188788,4288,4162.4,4151,2870,909,939,493,316,40895.94
2025-04-14,6,AE,Tablet,12558,303,293.88,296,219,66,82,43,29,3733.49
2025-04-14,6,BH,Desktop,8477,230,168.93,225,183,50,68,35,23,2321.01
2025-04-14,6,BH,Mobile,32190,732,534.19,720,496,161,145,74,49,5244.83
2025-04-14,6,BH,Tablet,1955,48,36.78,47,35,10,11,6,4,417.34
2025-04-14,6,OM,Desktop,10805,293,204.85,286,234,63,82,43,28,2743.92
2025-04-14,6,OM,Mobile,41335,915,643.72,895,617,195,168,86,57,5539.37
2025-04-14,6,OM,Tablet,2888,66,43.23,64,48,14,14,7,5,472.13
2025-04-14,6,QA,Desktop,12564,334,352.43,329,276,72,117,60,40,5730.2
2025-04-14,6,QA,Mobile,43566,986,1079.42,961,690,209,227,121,79,11276.97
2025-04-14,6,QA,Tablet,3124,72,75.96,70,52,15,20,11,7,979.72
2025-04-14,6,SA,Desktop,42697,1103,900.98,1077,902,237,343,178,123,13238.23
2025-04-14,6,SA,Mobile,146468,3238,2649.76,3190,2201,721,685,361,233,25989.06
2025-04-14,6,SA,Tablet,9015,221,185.05,215,160,47,55,28,19,2088.64
2025-04-14,7,AE,Desktop,79312,1282,1572.08,1254,866,926,235,124,72,7641.54
2025-04-14,7,AE,Mobile,337337,4236,4979.02,4154,2450,3062,473,241,140,15249.95
2025-04-14,7,AE,Tablet,21017,300,357.93,293,184,212,44,24,13,1434.46
2025-04-14,7,BH,Desktop,13581,209,200.14,203,141,150,34,17,10,917.91
2025-04-14,7,BH,Mobile,54658,721,687.08,699,401,511,72,38,22,1852.67
2025-04-14,7,BH,Tablet,3561,48,45.65,47,29,35,6,3,2,169.93
2025-04-14,7,OM,Desktop,18650,302,254.59,294,203,222,46,24,14,1164.06
2025-04-14,7,OM,Mobile,66648,874,747.26,846,494,642,87,43,24,1963.83
2025-04-14,7,OM,Tablet,4685,65,55.81,64,39,47,8,4,2,186.28
2025-04-14,7,QA,Desktop,21020,323,417.19,316,227,238,60,31,18,2065.52
2025-04-14,7,QA,Mobile,75672,988,1349.64,971,562,722,116,59,34,4162.36
2025-04-14,7,QA,Tablet,4834,67,94.42,65,41,47,10,5,3,353.94
2025-04-14,7,SA,Desktop,60263,957,1032.71,937,661,695,156,83,48,4443.68
2025-04-14,7,SA,Mobile,244487,3151,3258.99,3097,1817,2297,340,175,101,9238.4
2025-04-14,7,SA,Tablet,15786,217,235.31,212,134,154,29,15,9,824.84
2025-04-14,8,AE,Desktop,229627,2305,1891.02,2262,1205,2009,218,118,55,6221.67
2025-04-14,8,AE,Mobile,815444,7005,5630.75,6828,3138,6088,398,204,99,10161.63
2025-04-14,8,AE,Tablet,57595,499,406.8,492,231,443,36,18,9,923.64
2025-04-14,8,BH,Desktop,36845,367,242.83,359,192,321,30,15,7,639.58
2025-04-14,8,BH,Mobile,141482,1197,786.17,1173,525,1022,62,32,16,1444.18
2025-04-14,8,BH,Tablet,8900,80,51.6,79,38,68,5,3,1,111.36
2025-04-14,8,OM,Desktop,49250,504,284.49,495,269,434,40,21,10,874.12
2025-04-14,8,OM,Mobile,175953,1470,889.38,1438,649,1274,73,37,17,1407.97
2025-04-14,8,OM,Tablet,11673,108,61.77,105,51,92,7,4,2,143.0
2025-04-14,8,QA,Desktop,50891,519,484.29,510,277,458,50,26,12,1425.04
2025-04-14,8,QA,Mobile,211010,1718,1550.9,1678,760,1478,104,56,27,3182.0
2025-04-14,8,QA,Tablet,13588,121,109.46,118,56,105,9,5,2,264.56
2025-04-14,8,SA,Desktop,169171,1721,1203.71,1671,898,1459,142,74,36,3381.19
2025-04-14,8,SA,Mobile,575543,4933,3671.42,4818,2175,4214,275,142,68,6252.45
2025-04-14,8,SA,Tablet,39902,352,264.68,343,162,299,24,13,6,551.57
2025-04-14,9,AE,Desktop,230328,1798,1107.76,1747,856,1575,117,61,27,2746.07
2025-04-14,9,AE,Mobile,911575,5869,3695.85,5747,2386,5118,244,129,57,6069.78
2025-04-14,9,AE,Tablet,60130,412,259.59,403,178,362,22,11,5,515.9
2025-04-14,9,BH,Desktop,39626,299,157.27,293,148,266,17,9,4,336.75
2025-04-14,9,BH,Mobile,155592,1013,496.19,993,404,890,38,19,9,715.56
2025-04-14,9,BH,Tablet,8868,63,31.93,61,27,56,3,1,1,56.46
2025-04-14,9,OM,Desktop,50915,392,178.81,379,192,340,22,11,5,423.31
2025-04-14,9,OM,Mobile,187491,1285,568.08,1257,509,1138,48,25,11,928.99
2025-04-14,9,OM,Tablet,12007,86,37.79,84,37,76,4,2,1,73.2
2025-04-14,9,QA,Desktop,53942,435,304.89,424,210,384,28,15,7,768.72
2025-04-14,9,QA,Mobile,203326,1303,942.1,1266,522,1126,55,28,12,1353.68
2025-04-14,9,QA,Tablet,14072,96,69.12,93,41,85,5,3,1,143.12
2025-04-14,9,SA,Desktop,186900,1422,795.43,1393,686,1276,84,45,20,1788.72
2025-04-14,9,SA,Mobile,652306,4422,2451.41,4350,1788,3913,171,90,43,3947.45
2025-04-14,9,SA,Tablet,47382,330,175.73,322,140,292,16,8,4,333.88
2025-04-14,10,AE,Desktop,16006,108,851.27,106,80,74,14,7,4,1023.11
2025-04-14,10,AE,Mobile,60915,355,2696.59,350,223,244,30,16,10,2037.16
2025-04-14,10,AE,Tablet,3923,23,178.02,23,15,16,2,1,1,156.92
2025-04-14,10,BH,Desktop,2782,18,108.22,18,13,12,2,1,1,109.54
2025-04-14,10,BH,Mobile,9505,58,359.62,56,35,39,4,2,1,258.32
2025-04-14,10,BH,Tablet,717,4,25.31,4,3,3,0,0,0,21.44
2025-04-14,10,OM,Desktop,3619,24,131.21,23,17,17,3,1,1,132.27
2025-04-14,10,OM,Mobile,12705,73,396.33,72,45,51,5,3,2,284.86
2025-04-14,10,OM,Tablet,895,5,29.75,5,4,4,0,0,0,25.51
2025-04-14,10,QA,Desktop,3492,25,216.95,25,18,17,3,2,1,275.6
2025-04-14,10,QA,Mobile,14733,81,711.26,79,49,56,7,4,2,548.03
2025-04-14,10,QA,Tablet,856,5,46.59,5,3,4,1,0,0,44.24
2025-04-14,10,SA,Desktop,14016,89,584.01,87,65,60,11,6,3,627.87
2025-04-14,10,SA,Mobile,43999,258,1771.19,251,155,177,20,11,7,1276.78
2025-04-14,10,SA,Tablet,3049,18,119.51,18,12,13,2,1,1,105.04
2025-04-14,11,AE,Desktop,0,0,0.0,4698,3839,2709,852,442,281,34496.29
2025-04-14,11,AE,Mobile,0,0,0.0,15088,10002,8694,1784,924,570,67627.27
2025-04-14,11,AE,Tablet,0,0,0.0,1031,730,601,153,80,48,5829.71
2025-04-14,11,BH,Desktop,0,0,0.0,608,483,354,102,53,33,3447.26
2025-04-14,11,BH,Mobile,0,0,0.0,1959,1351,1144,215,115,74,7656.86
2025-04-14,11,BH,Tablet,0,0,0.0,137,98,80,19,10,6,567.33
2025-04-14,11,OM,Desktop,0,0,0.0,721,568,413,111,58,35,3424.54
2025-04-14,11,OM,Mobile,0,0,0.0,2348,1572,1354,230,122,74,7111.29
2025-04-14,11,OM,Tablet,0,0,0.0,160,117,95,20,10,7,619.16
2025-04-14,11,QA,Desktop,0,0,0.0,1234,1012,710,234,118,75,9851.29
2025-04-14,11,QA,Mobile,0,0,0.0,3836,2628,2292,471,248,159,20694.22
2025-04-14,11,QA,Tablet,0,0,0.0,263,190,152,40,22,14,1751.57
2025-04-14,11,SA,Desktop,0,0,0.0,2966,2366,1714,501,268,166,17973.51
2025-04-14,11,SA,Mobile,0,0,0.0,9607,6512,5679,1130,571,346,35763.57
2025-04-14,11,SA,Tablet,0,0,0.0,678,490,397,89,46,28,2974.5
2025-04-14,12,AE,Desktop,0,0,0.0,1767,1534,311,552,287,200,24655.55
2025-04-14,12,AE,Mobile,0,0,0.0,5707,4184,1025,1152,610,416,54552.15
2025-04-14,12,AE,Tablet,0,0,0.0,396,312,73,101,53,37,4878.99
2025-04-14,12,BH,Desktop,0,0,0.0,241,210,43,70,37,26,2916.69
2025-04-14,12,BH,Mobile,0,0,0.0,750,555,138,136,69,48,5057.82
2025-04-14,12,BH,Tablet,0,0,0.0,57,44,10,13,7,5,518.33
2025-04-14,12,OM,Desktop,0,0,0.0,280,247,51,76,39,28,2868.24
2025-04-14,12,OM,Mobile,0,0,0.0,939,681,169,156,82,58,5923.66
2025-04-14,12,OM,Tablet,0,0,0.0,61,47,11,13,7,5,482.76
2025-04-14,12,QA,Desktop,0,0,0.0,469,413,84,154,79,58,8395.61
2025-04-14,12,QA,Mobile,0,0,0.0,1518,1096,270,331,171,120,17536.38
2025-04-14,12,QA,Tablet,0,0,0.0,107,84,19,28,15,11,1568.26
2025-04-14,12,SA,Desktop,0,0,0.0,1221,1077,226,365,186,129,14312.38
2025-04-14,12,SA,Mobile,0,0,0.0,4006,2969,714,767,403,279,32039.61
2025-04-14,12,SA,Tablet,0,0,0.0,251,198,46,59,31,22,2463.81
2025-04-14,13,AE,Desktop,0,0,0.0,3075,2382,850,891,457,321,43321.03
2025-04-14,13,AE,Mobile,0,0,0.0,8918,5905,2507,1614,821,562,72124.14
2025-04-14,13,AE,Tablet,0,0,0.0,624,434,176,147,76,51,6379.81
2025-04-14,13,BH,Desktop,0,0,0.0,398,318,111,102,54,38,3859.76
2025-04-14,13,BH,Mobile,0,0,0.0,1171,758,329,198,100,69,7084.83
2025-04-14,13,BH,Tablet,0,0,0.0,82,58,23,17,9,6,667.18
2025-04-14,13,OM,Desktop,0,0,0.0,453,361,125,111,56,39,3893.19
2025-04-14,13,OM,Mobile,0,0,0.0,1397,917,396,227,119,82,8270.41
2025-04-14,13,OM,Tablet,0,0,0.0,93,64,26,18,9,6,620.09
2025-04-14,13,QA,Desktop,0,0,0.0,772,609,217,235,123,90,12522.48
2025-04-14,13,QA,Mobile,0,0,0.0,2337,1535,647,451,237,163,24431.12
2025-04-14,13,QA,Tablet,0,0,0.0,170,119,48,40,21,15,2108.04
2025-04-14,13,SA,Desktop,0,0,0.0,1859,1466,528,495,261,176,20569.76
2025-04-14,13,SA,Mobile,0,0,0.0,6196,3986,1734,1062,540,376,41005.22
2025-04-14,13,SA,Tablet,0,0,0.0,427,301,120,89,46,32,3686.55
2025-04-14,14,AE,Desktop,0,0,0.0,612,459,338,96,50,28,3277.01
2025-04-14,14,AE,Mobile,0,0,0.0,1952,1248,1068,192,100,55,6383.74
2025-04-14,14,AE,Tablet,0,0,0.0,129,86,70,16,9,5,585.35
2025-04-14,14,BH,Desktop,0,0,0.0,79,60,43,11,6,3,352.34
2025-04-14,14,BH,Mobile,0,0,0.0,261,165,144,24,13,7,758.38
2025-04-14,14,BH,Tablet,0,0,0.0,18,12,10,2,1,1,60.29
2025-04-14,14,OM,Desktop,0,0,0.0,94,71,53,13,7,4,327.92
2025-04-14,14,OM,Mobile,0,0,0.0,311,203,170,27,14,8,750.39
2025-04-14,14,OM,Tablet,0,0,0.0,21,14,12,2,1,1,62.5
2025-04-14,14,QA,Desktop,0,0,0.0,178,136,99,31,16,9,1223.64
2025-04-14,14,QA,Mobile,0,0,0.0,519,328,284,57,29,17,2227.37
2025-04-14,14,QA,Tablet,0,0,0.0,35,24,19,5,2,1,189.34
2025-04-14,14,SA,Desktop,0,0,0.0,400,303,216,59,31,18,1731.35
2025-04-14,14,SA,Mobile,0,0,0.0,1307,814,725,125,63,35,3652.82
2025-04-14,14,SA,Tablet,0,0,0.0,90,61,49,10,5,3,304.24
2025-04-21,1,AE,Desktop,5276,1041,1127.5,1012,929,634,407,205,141,15946.21
2025-04-21,1,AE,Mobile,20024,3414,3784.49,3354,2577,2061,866,437,300,34055.14
2025-04-21,1,AE,Tablet,1350,238,262.4,233,189,145,73,39,26,3148.14
2025-04-21,1,BH,Desktop,890,173,152.23,168,152,105,60,31,21,2041.24
2025-04-21,1,BH,Mobile,3257,548,469.51,540,415,337,125,65,46,4481.68
2025-04-21,1,BH,Tablet,195,35,32.52,34,28,21,10,5,3,329.81
2025-04-21,1,OM,Desktop,1071,219,169.81,215,195,131,74,39,27,2580.51
2025-04-21,1,OM,Mobile,4134,681,539.8,667,519,406,140,74,51,4575.02
2025-04-21,1,OM,Tablet,279,50,40.27,49,40,30,13,7,4,420.58
2025-04-21,1,QA,Desktop,1219,251,306.05,244,223,155,98,51,35,4529.57
2025-04-21,1,QA,Mobile,5052,834,991.47,815,633,502,220,114,80,10010.33
2025-04-21,1,QA,Tablet,304,53,63.96,52,43,33,17,9,6,829.95
2025-04-21,1,SA,Desktop,3972,769,725.34,755,685,474,281,146,101,10664.55
2025-04-21,1,SA,Mobile,15228,2530,2445.21,2489,1936,1532,574,296,200,20777.66
2025-04-21,1,SA,Tablet,935,170,163.36,167,140,105,48,25,17,1854.4
2025-04-21,2,AE,Desktop,19665,978,2438.27,954,747,516,220,117,67,8445.77
2025-04-21,2,AE,Mobile,69942,2971,7665.17,2917,1918,1621,422,226,124,15666.71
2025-04-21,2,AE,Tablet,4388,198,517.33,195,137,106,36,19,11,1336.0
2025-04-21,2,BH,Desktop,3270,162,336.9,159,125,86,32,16,10,1000.5
2025-04-21,2,BH,Mobile,11884,488,999.95,481,308,265,63,33,19,1858.46
2025-04-21,2,BH,Tablet,727,34,71.21,33,23,18,5,3,2,164.37
2025-04-21,2,OM,Desktop,3854,201,390.06,199,157,107,39,21,11,1093.59
2025-04-21,2,OM,Mobile,16501,703,1252.45,687,456,376,85,45,25,2419.98
2025-04-21,2,OM,Tablet,929,44,83.06,43,30,24,6,3,2,183.92
2025-04-21,2,QA,Desktop,4293,217,658.23,212,164,116,50,26,15,1973.49
2025-04-21,2,QA,Mobile,16192,688,1985.53,670,446,369,102,53,30,3867.8
2025-04-21,2,QA,Tablet,1021,45,133.4,45,31,25,8,4,2,332.47
2025-04-21,2,SA,Desktop,14540,742,1673.36,727,569,390,151,80,44,4625.79
2025-04-21,2,SA,Mobile,50620,2128,5086.48,2085,1361,1132,280,149,85,9465.24
2025-04-21,2,SA,Tablet,3479,156,346.89,153,105,85,25,13,8,818.38
2025-04-21,3,AE,Desktop,80897,1892,3222.94,1850,1400,1306,464,250,145,18264.96
2025-04-21,3,AE,Mobile,288188,5808,9500.83,5653,3610,3934,928,478,277,33580.97
2025-04-21,3,AE,Tablet,19221,403,681.22,395,275,278,79,41,24,2952.01
2025-04-21,3,BH,Desktop,13373,313,424.51,304,227,215,71,38,22,2183.72
2025-04-21,3,BH,Mobile,51139,1029,1402.89,1011,635,715,150,79,46,4455.41
2025-04-21,3,BH,Tablet,3167,67,94.04,66,44,45,12,6,3,338.52
2025-04-21,3,OM,Desktop,18957,444,531.8,432,327,305,95,50,30,2619.15
2025-04-21,3,OM,Mobile,64681,1294,1595.82,1269,805,881,174,91,54,5031.64
2025-04-21,3,OM,Tablet,4218,89,107.36,88,60,60,15,8,5,420.57
2025-04-21,3,QA,Desktop,21316,482,891.29,468,346,325,127,64,38,5216.89
2025-04-21,3,QA,Mobile,69529,1422,2671.56,1381,888,954,234,119,72,9448.03
2025-04-21,3,QA,Tablet,4371,96,186.18,93,63,65,19,10,6,746.89
2025-04-21,3,SA,Desktop,56737,1318,1997.61,1280,991,905,295,153,89,9139.23
2025-04-21,3,SA,Mobile,210138,4174,6528.74,4067,2599,2918,608,320,181,20091.92
2025-04-21,3,SA,Tablet,15233,316,462.77,310,212,215,57,29,17,1818.61
2025-04-21,4,AE,Desktop,496913,4624,1952.29,4537,2022,4101,308,160,74,8446.41
2025-04-21,4,AE,Mobile,1826244,14423,6053.24,14036,5415,12458,636,334,157,18235.49
2025-04-21,4,AE,Tablet,133088,1033,425.02,1016,407,923,55,29,13,1508.78
2025-04-21,4,BH,Desktop,90230,792,257.49,777,345,702,47,24,11,1062.57
2025-04-21,4,BH,Mobile,321620,2462,818.6,2394,896,2129,93,48,21,1984.21
2025-04-21,4,BH,Tablet,22206,175,59.61,171,69,153,8,4,2,166.86
2025-04-21,4,OM,Desktop,118301,1074,319.38,1051,467,948,58,31,14,1268.05
2025-04-21,4,OM,Mobile,424954,3239,996.92,3140,1177,2864,114,59,28,2468.6
2025-04-21,4,OM,Tablet,27657,215,64.53,212,86,191,9,5,2,202.99
2025-04-21,4,QA,Desktop,117347,1066,516.61,1035,461,926,75,39,18,2268.94
2025-04-21,4,QA,Mobile,467888,3630,1651.83,3554,1333,3244,161,85,38,4584.1
2025-04-21,4,QA,Tablet,30713,236,114.19,229,93,206,12,6,3,375.73
2025-04-21,4,SA,Desktop,412283,3710,1330.64,3640,1623,3342,221,115,54,5314.92
2025-04-21,4,SA,Mobile,1463967,11095,4116.13,10889,4071,9735,444,221,102,10525.13
2025-04-21,4,SA,Tablet,101627,798,291.17,781,309,699,37,20,9,918.77
2025-04-21,5,AE,Desktop,177979,2123,2721.59,2084,1357,1658,253,134,70,8234.29
2025-04-21,5,AE,Mobile,714893,6929,8800.57,6784,3706,5396,529,276,141,16274.58
2025-04-21,5,AE,Tablet,40959,426,570.26,418,240,332,38,20,10,1182.11
2025-04-21,5,BH,Desktop,27940,331,350.87,325,214,256,34,18,9,887.91
2025-04-21,5,BH,Mobile,104895,1049,1140.67,1024,566,825,72,38,19,1893.08
2025-04-21,5,BH,Tablet,6829,73,78.49,72,42,58,6,3,2,150.49
2025-04-21,5,OM,Desktop,36871,452,431.29,443,292,347,45,24,12,1147.01
2025-04-21,5,OM,Mobile,136930,1388,1341.18,1349,741,1107,89,47,24,2181.7
2025-04-21,5,OM,Tablet,8556,95,92.78,94,55,76,8,4,2,183.76
2025-04-21,5,QA,Desktop,37182,457,704.81,446,291,354,57,30,15,2016.78
2025-04-21,5,QA,Mobile,157433,1510,2277.67,1476,798,1185,118,62,31,4151.27
2025-04-21,5,QA,Tablet,10871,110,166.77,108,62,86,11,5,3,360.96
2025-04-21,5,SA,Desktop,128221,1565,1841.81,1526,976,1215,174,91,46,5018.64
2025-04-21,5,SA,Mobile,479498,4774,5613.32,4686,2593,3810,339,175,89,9024.11
2025-04-21,5,SA,Tablet,31373,333,394.82,326,190,259,27,14,7,715.17
2025-04-21,6,AE,Desktop,49761,1326,1270.63,1301,1057,283,445,237,158,18927.72
